anio,provincia_id,provincia_nombre,codigo_delito_snic_id,codigo_delito_snic_nombre,cantidad_hechos,cantidad_victimas
2021,22,Chaco,19,Hurtos,6874,
2021,22,Chaco,20,Tentativas de hurto,348,
2021,22,Chaco,21,Otros delitos contra la propiedad,1257,
2021,22,Chaco,22_1,Fabricación adquisición transferencia y tenencia de explosivos y otros materiales peligrosos,1,
2021,22,Chaco,22_2,Tenencia ilegal de armas de fuego,91,
2021,22,Chaco,22_3,Portación ilegal de armas de fuego,146,
2021,22,Chaco,22_4,Acopio y fabricación ilegal de armas piezas y municiones,2,
2021,22,Chaco,22_5,Entrega y comercialización ilegal de armas de fuego,0,
2021,22,Chaco,22_6,Omisión adulteración y supresión de marcaje,0,
2021,22,Chaco,22_7,Otros delitos contra la seguridad pública,193,
2021,22,Chaco,23,Delitos contra el orden público,5,
2021,22,Chaco,24,Delitos contra la seguridad de la nación,0,
2021,22,Chaco,25,Delitos contra los poderes públicos y el orden constitucional,5,
2021,22,Chaco,26,Delitos contra la administración pública,847,
2021,22,Chaco,27,Delitos contra la fe pública,85,
2021,22,Chaco,28_1,Siembra y producción de estupefacientes,42,
2021,22,Chaco,28_2,Comercialización y entrega de estupefacientes,261,
2021,22,Chaco,28_3,Tenencia o entrega atenuada de estupefacientes,26,
2021,22,Chaco,28_4,Desvío de Importación de estupefacientes,0,
2021,22,Chaco,28_5,Organización y financiación de estupefacientes,1,
2021,22,Chaco,28_6,Tenencia simple de estupefacientes,714,
2021,22,Chaco,28_7,Tenencia simple atenuada para uso personal de estupefacientes,86,
2021,22,Chaco,28_8,Confabulación de estupefacientes,0,
2021,22,Chaco,28_9,Contrabando de estupefacientes,43,
2021,22,Chaco,28_10,Otros delitos previstos en la ley 23.737,208,
2021,22,Chaco,29_1,Ley de residuos peligrosos,0,
2021,22,Chaco,29_2,Ley de fauna,238,
2021,22,Chaco,29_3,Delitos migratorios,55,
2021,22,Chaco,29_4,Obstrucción del código aduanero,22,
2021,22,Chaco,29_5,Contrabando Simple,710,
2021,22,Chaco,29_6,Contrabando Agravado,15,
2021,22,Chaco,29_7,Contrabando de elementos nucleares agresivos químicos armas y municiones,0,
2021,22,Chaco,29_8,Otros delitos previstos en leyes especiales,196,
2021,22,Chaco,30,Contravenciones,4600,
2021,22,Chaco,31,Suicidios (consumados),105,105
2021,22,Chaco,32,Delitos contra el orden económico y financiero,8,
2021,26,Chubut,1,Homicidios dolosos,29,29
2021,26,Chubut,2,Homicidios dolosos en grado de tentativa,26,27
2021,26,Chubut,3,Muertes en Accidentes Viales,32,32
2021,26,Chubut,4,Homicidios culposos por otros hechos,0,0
2021,26,Chubut,5,Lesiones dolosas,2263,2413
2021,26,Chubut,6,Lesiones culposas en Accidentes Viales,317,415
2021,26,Chubut,7,Lesiones culposas por otros hechos,0,0
2021,26,Chubut,8,Otros delitos contra las personas,1475,1567
2021,26,Chubut,9,Delitos contra el honor,46,48
2021,26,Chubut,10,Violaciones,224,238
2021,26,Chubut,11,Otros delitos contra la integridad sexual,467,491
2021,26,Chubut,12,Delitos contra el estado civil,2,
2021,26,Chubut,13,Amenazas,3873,
2021,26,Chubut,14_1,Trata de personas simple,0,0
2021,26,Chubut,14_2,Trata de personas agravado,0,0
2021,26,Chubut,14_3,Otros delitos contra la libertad,348,366
2021,26,Chubut,15,Robos (excluye los agravados por el resultado de lesiones y/o muertes),3480,
2021,26,Chubut,16,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),342,
2021,26,Chubut,17,Robos agravados por el resultado de lesiones y/o muertes ,184,
2021,26,Chubut,18,Tentativas de robo agravado por el resultado de lesiones y/o muertes,17,
2021,26,Chubut,19,Hurtos,3848,
2021,26,Chubut,20,Tentativas de hurto,381,
2021,26,Chubut,21,Otros delitos contra la propiedad,3841,
2021,26,Chubut,22_1,Fabricación adquisición transferencia y tenencia de explosivos y otros materiales peligrosos,3,
2021,26,Chubut,22_2,Tenencia ilegal de armas de fuego,62,
2021,26,Chubut,22_3,Portación ilegal de armas de fuego,51,
2021,26,Chubut,22_4,Acopio y fabricación ilegal de armas piezas y municiones,1,
2021,26,Chubut,22_5,Entrega y comercialización ilegal de armas de fuego,0,
2021,26,Chubut,22_6,Omisión adulteración y supresión de marcaje,0,
2021,26,Chubut,22_7,Otros delitos contra la seguridad pública,859,
2021,26,Chubut,23,Delitos contra el orden público,18,
2021,26,Chubut,24,Delitos contra la seguridad de la nación,1,
2021,26,Chubut,25,Delitos contra los poderes públicos y el orden constitucional,1,
2021,26,Chubut,26,Delitos contra la administración pública,1563,
2021,26,Chubut,27,Delitos contra la fe pública,80,
2021,26,Chubut,28_1,Siembra y producción de estupefacientes,7,
2021,26,Chubut,28_2,Comercialización y entrega de estupefacientes,9,
2021,26,Chubut,28_3,Tenencia o entrega atenuada de estupefacientes,0,
2021,26,Chubut,28_4,Desvío de Importación de estupefacientes,0,
2021,26,Chubut,28_5,Organización y financiación de estupefacientes,1,
2021,26,Chubut,28_6,Tenencia simple de estupefacientes,514,
2021,26,Chubut,28_7,Tenencia simple atenuada para uso personal de estupefacientes,125,
2021,26,Chubut,28_8,Confabulación de estupefacientes,0,
2021,26,Chubut,28_9,Contrabando de estupefacientes,0,
2021,26,Chubut,28_10,Otros delitos previstos en la ley 23.737,156,
2021,26,Chubut,29_1,Ley de residuos peligrosos,2,
2021,26,Chubut,29_2,Ley de fauna,11,
2021,26,Chubut,29_3,Delitos migratorios,38,
2021,26,Chubut,29_4,Obstrucción del código aduanero,1,
2021,26,Chubut,29_5,Contrabando Simple,50,
2021,26,Chubut,29_6,Contrabando Agravado,3,
2021,26,Chubut,29_7,Contrabando de elementos nucleares agresivos químicos armas y municiones,0,
2021,26,Chubut,29_8,Otros delitos previstos en leyes especiales,607,
2021,26,Chubut,30,Contravenciones,0,
2021,26,Chubut,31,Suicidios (consumados),63,63
2021,26,Chubut,32,Delitos contra el orden económico y financiero,4,
2021,30,Entre Ríos,1,Homicidios dolosos,47,47
2021,30,Entre Ríos,2,Homicidios dolosos en grado de tentativa,26,28
2021,30,Entre Ríos,3,Muertes en Accidentes Viales,130,147
2021,30,Entre Ríos,4,Homicidios culposos por otros hechos,7,7
2021,30,Entre Ríos,5,Lesiones dolosas,2635,2678
2021,30,Entre Ríos,6,Lesiones culposas en Accidentes Viales,2448,2742
2021,30,Entre Ríos,7,Lesiones culposas por otros hechos,205,210
2021,30,Entre Ríos,8,Otros delitos contra las personas,3216,3291
2021,30,Entre Ríos,9,Delitos contra el honor,169,169
2021,30,Entre Ríos,10,Violaciones,58,58
2021,30,Entre Ríos,11,Otros delitos contra la integridad sexual,281,283
2021,30,Entre Ríos,12,Delitos contra el estado civil,8,
2021,30,Entre Ríos,13,Amenazas,5042,
2021,30,Entre Ríos,14_1,Trata de personas simple,7,10
2021,30,Entre Ríos,14_2,Trata de personas agravado,0,0
2021,30,Entre Ríos,14_3,Otros delitos contra la libertad,48,49
2021,30,Entre Ríos,15,Robos (excluye los agravados por el resultado de lesiones y/o muertes),6618,
2021,30,Entre Ríos,16,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),492,
2021,30,Entre Ríos,17,Robos agravados por el resultado de lesiones y/o muertes ,128,
2021,30,Entre Ríos,18,Tentativas de robo agravado por el resultado de lesiones y/o muertes,72,
2021,30,Entre Ríos,19,Hurtos,7841,
2021,30,Entre Ríos,20,Tentativas de hurto,301,
2021,30,Entre Ríos,21,Otros delitos contra la propiedad,4848,
2021,30,Entre Ríos,22_1,Fabricación adquisición transferencia y tenencia de explosivos y otros materiales peligrosos,15,
2021,30,Entre Ríos,22_2,Tenencia ilegal de armas de fuego,139,
2021,30,Entre Ríos,22_3,Portación ilegal de armas de fuego,73,
2021,30,Entre Ríos,22_4,Acopio y fabricación ilegal de armas piezas y municiones,0,
2021,30,Entre Ríos,22_5,Entrega y comercialización ilegal de armas de fuego,1,
2021,30,Entre Ríos,22_6,Omisión adulteración y supresión de marcaje,7,
2021,30,Entre Ríos,22_7,Otros delitos contra la seguridad pública,568,
2021,30,Entre Ríos,23,Delitos contra el orden público,276,
2021,30,Entre Ríos,24,Delitos contra la seguridad de la nación,17,
2021,30,Entre Ríos,25,Delitos contra los poderes públicos y el orden constitucional,26,
2021,30,Entre Ríos,26,Delitos contra la administración pública,615,
2021,30,Entre Ríos,27,Delitos contra la fe pública,230,
2021,30,Entre Ríos,28_1,Siembra y producción de estupefacientes,48,
2021,30,Entre Ríos,28_2,Comercialización y entrega de estupefacientes,177,
2021,30,Entre Ríos,28_3,Tenencia o entrega atenuada de estupefacientes,48,
2021,30,Entre Ríos,28_4,Desvío de Importación de estupefacientes,0,
2021,30,Entre Ríos,28_5,Organización y financiación de estupefacientes,5,
2021,30,Entre Ríos,28_6,Tenencia simple de estupefacientes,73,
2021,30,Entre Ríos,28_7,Tenencia simple atenuada para uso personal de estupefacientes,52,
2021,30,Entre Ríos,28_8,Confabulación de estupefacientes,69,
2021,30,Entre Ríos,28_9,Contrabando de estupefacientes,79,
2021,30,Entre Ríos,28_10,Otros delitos previstos en la ley 23.737,173,
2021,30,Entre Ríos,29_1,Ley de residuos peligrosos,0,
2021,30,Entre Ríos,29_2,Ley de fauna,34,
2021,30,Entre Ríos,29_3,Delitos migratorios,79,
2021,30,Entre Ríos,29_4,Obstrucción del código aduanero,52,
2021,30,Entre Ríos,29_5,Contrabando Simple,558,
2021,30,Entre Ríos,29_6,Contrabando Agravado,25,
2021,30,Entre Ríos,29_7,Contrabando de elementos nucleares agresivos químicos armas y municiones,0,
2021,30,Entre Ríos,29_8,Otros delitos previstos en leyes especiales,9297,
2021,30,Entre Ríos,30,Contravenciones,1533,
2021,30,Entre Ríos,31,Suicidios (consumados),216,216
2021,30,Entre Ríos,32,Delitos contra el orden económico y financiero,24,
2021,34,Formosa,1,Homicidios dolosos,43,44
2021,34,Formosa,2,Homicidios dolosos en grado de tentativa,62,69
2021,34,Formosa,3,Muertes en Accidentes Viales,65,69
2021,34,Formosa,4,Homicidios culposos por otros hechos,1,1
2021,34,Formosa,5,Lesiones dolosas,3076,3439
2021,34,Formosa,6,Lesiones culposas en Accidentes Viales,682,791
2021,34,Formosa,7,Lesiones culposas por otros hechos,0,0
2021,34,Formosa,8,Otros delitos contra las personas,126,135
2021,34,Formosa,9,Delitos contra el honor,2,2
2021,34,Formosa,10,Violaciones,134,148
2021,34,Formosa,11,Otros delitos contra la integridad sexual,281,307
2021,34,Formosa,12,Delitos contra el estado civil,0,
2021,34,Formosa,13,Amenazas,4413,
2021,34,Formosa,14_1,Trata de personas simple,0,0
2021,34,Formosa,14_2,Trata de personas agravado,0,0
2021,34,Formosa,14_3,Otros delitos contra la libertad,539,608
2021,34,Formosa,15,Robos (excluye los agravados por el resultado de lesiones y/o muertes),2307,
2021,34,Formosa,16,Tentativas de robo (excluye las agravadas por el res. de lesiones y/o muerte),203,
2021,34,Formosa,17,Robos agravados por el resultado de lesiones y/o muertes ,6,
2021,34,Formosa,18,Tentativas de robo agravado por el resultado de lesiones y/o muertes,0,
2021,34,Formosa,19,Hurtos,4237,
2021,34,Formosa,20,Tentativas de hurto,258,
2021,34,Formosa,21,Otros delitos contra la propiedad,2537,
2021,34,Formosa,22_1,Fabricación adquisición transferencia y tenencia de explosivos y otros materiales peligrosos,0,
2021,34,Formosa,22_2,Tenencia ilegal de armas de fuego,84,
2021,34,Formosa,22_3,Portación ilegal de armas de fuego,98,
2021,34,Formosa,22_4,Acopio y fabricación ilegal de armas piezas y municiones,0,
2021,34,Formosa,22_5,Entrega y comercialización ilegal de armas de fuego,0,
2021,34,Formosa,22_6,Omisión adulteración y supresión de marcaje,0,
2021,34,Formosa,22_7,Otros delitos contra la seguridad pública,1931,
2021,34,Formosa,23,Delitos contra el orden público,180,
2021,34,Formosa,24,Delitos contra la seguridad de la nación,0,
2021,34,Formosa,25,Delitos contra los poderes públicos y el orden constitucional,0,
2021,34,Formosa,26,Delitos contra la administración pública,1223,
2021,34,Formosa,27,Delitos contra la fe pública,105,
2021,34,Formosa,28_1,Siembra y producción de estupefacientes,60,
2021,34,Formosa,28_2,Comercialización y entrega de estupefacientes,145,
2021,34,Formosa,28_3,Tenencia o entrega atenuada de estupefacientes,78,
2021,34,Formosa,28_4,Desvío de Importación de estupefacientes,0,
2021,34,Formosa,28_5,Organización y financiación de estupefacientes,0,
2021,34,Formosa,28_6,Tenencia simple de estupefacientes,376,
